X,Y,标注类别名称,预测类别,图像路径
1.5329514,19.449072,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\55.jpg
2.9305003,19.351128,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\56.jpg
2.6418016,18.732193,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\58.jpg
0.28878155,18.572838,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\68.jpg
-0.781443,16.661741,鲸鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\72.jpg
1.088138,18.311548,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\8.png
1.308402,17.949242,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\97.jpg
21.025055,-1.3143384,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\10.jpg
20.420877,-1.9634004,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\16.png
19.930214,-1.3952497,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\22.jpg
20.729685,-2.6850178,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\23.jpg
21.333588,-1.3233261,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\31.png
20.796114,-0.50185794,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\36.jpg
21.250544,-1.6471894,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\49.jpg
20.225891,-1.0892843,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\53.jpeg
-20.189953,-4.5387616,鸽子,啄木鸟,E:\Image classification\1-Build a dataset\dataset\val\鸽子\55.jpg
19.15281,-2.4192777,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\62.jpg
19.860218,-1.32475,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\78.jpg
23.355156,-5.1217465,鸽子,火鸡,E:\Image classification\1-Build a dataset\dataset\val\鸽子\81.jpg
19.79305,-0.98372376,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\95.jpg
18.918823,-1.0551796,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\96.jpg
-7.126198,-4.0406685,鸽子,海马,E:\Image classification\1-Build a dataset\dataset\val\鸽子\97.jpg
11.848968,11.679767,鸽子,大象,E:\Image classification\1-Build a dataset\dataset\val\鸽子\99.jpg
-11.697264,11.179735,鹅,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹅\12.jpg
-10.719022,14.870491,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\19.jpg
-3.7448583,-14.170821,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\39.jpg
-12.440821,3.0150552,鹅,兔子,E:\Image classification\1-Build a dataset\dataset\val\鹅\41.jpg
23.174404,-7.72565,鹅,火鸡,E:\Image classification\1-Build a dataset\dataset\val\鹅\49.jpg
-3.8738835,-14.2118225,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\50.jpg
-2.1846066,-14.797583,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\51.jpg
-9.566359,-2.077967,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\55.jpeg
-3.636674,-14.26661,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\60.jpg
-11.167616,15.176428,鹅,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\鹅\70.jpg
14.997914,9.577032,鹅,大象,E:\Image classification\1-Build a dataset\dataset\val\鹅\76.jpg
-2.026212,-13.913419,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\80.jpg
-1.8524778,-15.118194,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\86.jpg
2.1341193,-1.8654389,鹅,火鸡,E:\Image classification\1-Build a dataset\dataset\val\鹅\90.jpg
2.1179178,1.4294932,鹅,熊,E:\Image classification\1-Build a dataset\dataset\val\鹅\95.jpg
0.7468113,9.936733,鹅,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹅\99.jpg
-17.348616,-0.48038316,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\35.jpg
-16.59214,-0.53145206,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\36.jpg
-15.395318,0.54778594,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\41.jpg
-15.93088,-0.89470655,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\46.png
-17.005896,-0.91813797,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\47.jpg
-17.01777,-1.6296611,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\50.jpg
-16.252625,-0.8600585,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\53.png
-16.637054,-3.1860516,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\55.png
-17.312948,0.99098575,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\57.jpg
-16.785252,0.25100487,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\67.jpeg
-15.373129,0.44899923,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\78.jpg
-17.207067,-0.26274455,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\80.jpg
-16.687576,0.010530645,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\85.jpg
-18.398157,-2.7127957,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\86.png
-17.966059,0.15959755,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\89.jpg
-17.241133,-0.40364456,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\93.jpg
-15.300595,10.060737,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\12.jpg
-15.980953,8.878009,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\26.jpg
-15.0100765,8.322427,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\32.jpeg
-14.061756,8.759205,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\36.jpg
-15.910517,9.570086,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\4.jpg
-14.429054,9.560925,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\44.jpg
17.815157,-1.7225486,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\55.jpg
-14.843675,8.49063,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\57.jpg
-14.394615,10.165806,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\69.jpg
-14.453911,9.303272,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\7.jpg
-15.373262,8.918711,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\73.jpg
-14.089067,9.554444,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\77.jpg
-14.518552,8.684085,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\79.jpg
-14.521578,9.895822,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\88.jpg
-10.919868,4.0196314,鹬,兔子,E:\Image classification\1-Build a dataset\dataset\val\鹬\89.jpg
-15.063173,9.1374,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\9.jpg
-1.8840194,-20.024454,麋鹿,梅花鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\100.jpg
1.4295666,-19.461731,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\16.jpg
0.9506234,-19.45937,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\19.jpg
1.2664806,-20.156244,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\29.jpg
-0.24488848,-20.597664,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\3.jpg
2.2715924,-18.771072,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\32.jpg
13.634183,11.708121,麋鹿,大象,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\33.jpg
0.26204613,-20.842985,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\46.jpg
1.743754,-20.217642,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\5.jpg
-2.8637831,-21.54233,麋鹿,梅花鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\51.jpg
-1.5640864,-15.493106,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\56.jpg
-0.3290963,-19.193035,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\62.png
4.586934,-19.387318,麋鹿,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\69.jpg
1.4642054,-20.336874,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\7.jpg
5.1964335,-0.30913156,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\73.jpg
3.5571551,-17.5151,麋鹿,驴,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\86.jpg
