X,Y,Z,标注类别名称,预测类别,图像路径
-1.747262,8.779428,15.740622,驴,马,E:\Image classification\1-Build a dataset\dataset\val\驴\70.jpg
-1.4723655,6.100599,6.7556057,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\71.jpg
-2.435872,7.293073,7.50039,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\76.jpg
-2.2804942,6.6831784,5.2654066,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\83.jpg
-0.4387146,4.4828067,2.2686155,驴,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\驴\90.jpg
-3.604106,8.4341955,5.762017,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\91.jpg
-3.4565806,5.254299,6.7993054,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\94.jpg
2.1213474,2.9172246,7.5559134,驴,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\驴\99.jpg
-3.2519052,3.3098433,0.5199189,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\13.jpg
-1.6670756,2.260415,-0.60922295,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\14.jpg
7.991878,2.9965377,2.0793362,鬓狗,斑马,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\19.png
-9.217005,7.1501236,-0.3854475,鬓狗,灰狼,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\20.jpg
3.2078223,-7.1283026,5.283948,鬓狗,海马,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\3.jpg
-1.3597965,3.0593877,0.20803827,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\30.jpg
-3.6654313,2.613324,0.52340597,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\35.jpeg
-5.4075365,3.7576096,3.138308,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\43.jpg
-4.700736,3.7130356,3.2739463,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\52.jpeg
-5.3694997,3.5089462,-1.5032297,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\53.jpg
3.0010526,8.821081,-7.320482,鬓狗,树袋熊,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\54.jpg
-11.955169,-7.9997706,-13.273713,鬓狗,啄木鸟,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\56.jpg
9.360304,-6.8630843,-2.0419981,鬓狗,兔子,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\65.jpg
-5.6831985,3.758328,0.50758505,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\87.jpg
0.30345967,7.3207474,9.94386,鬓狗,马,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\89.jpg
1.7030858,6.578099,9.425246,鬓狗,大象,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\91.jpg
8.817238,-4.2715025,4.3574915,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\1.jpg
6.780844,-3.0176332,5.4173965,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\11.jpg
7.199791,-2.656019,4.224454,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\23.jpg
5.499212,-3.371476,5.1637206,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\25.jpg
9.250931,-0.39017555,2.6136334,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\32.jpg
6.1277895,-3.6227465,4.0918965,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\4.jpg
9.678564,-2.7366488,4.7087774,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\41.jpg
8.80747,-7.89169,4.812323,鲨鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\44.jpg
0.4176048,-1.0352583,0.90802443,鲨鱼,熊,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\62.jpg
7.7822633,-4.374969,4.6024094,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\63.jpg
9.63092,-4.4671593,2.4229665,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\74.jpg
8.2249565,-3.2121785,2.058295,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\78.jpg
10.920196,2.0063324,0.6512891,鲨鱼,鹅,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\79.jpg
5.799138,-1.817628,3.5577471,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\88.jpg
9.918356,-3.560148,0.5887268,鲨鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\94.jpg
10.020157,-3.4284072,-0.8515209,鲨鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\95.png
6.4789004,-11.02036,1.2336024,鲸鱼,水母,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\10.png
8.50499,-6.0882063,2.519195,鲸鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\17.png
12.121191,-9.10699,6.0847917,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\21.jpeg
13.996766,-7.8705845,1.7362165,鲸鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\28.jpg
12.3114395,-8.017399,7.0931497,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\30.jpg
10.891009,-6.899927,5.875926,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\36.jpg
12.282977,-7.81767,4.676111,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\38.jpg
8.905186,2.8574371,6.6082473,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\42.jpg
12.953097,-3.9678495,4.614935,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\5.jpeg
13.253085,-8.134856,6.18936,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\55.jpg
10.654844,-9.750502,4.6620836,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\56.jpg
10.487243,-8.111832,5.6055903,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\58.jpg
14.12662,-6.7485976,4.5174217,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\68.jpg
14.687303,-3.997537,2.0420635,鲸鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\72.jpg
13.403724,-8.955673,3.8962758,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\8.png
12.26205,-8.53384,2.873669,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\97.jpg
-16.021034,-0.29391837,-6.178204,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\10.jpg
-16.063871,-1.9986598,-5.3775287,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\16.png
-15.033761,-2.8035479,-6.7204566,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\22.jpg
-17.205685,-2.5918765,-5.004829,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\23.jpg
-16.716421,0.29777852,-5.5753794,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\31.png
-15.35087,-0.6502373,-7.9959884,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\36.jpg
-17.201954,-1.1676996,-6.992913,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\49.jpg
-14.7206545,-1.2539092,-6.6006737,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\53.jpeg
-13.110177,-5.9058647,-8.404652,鸽子,啄木鸟,E:\Image classification\1-Build a dataset\dataset\val\鸽子\55.jpg
-14.442454,-1.28327,-3.528834,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\62.jpg
-14.342346,-2.2378197,-5.659791,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\78.jpg
-0.7310778,16.002642,2.7684817,鸽子,火鸡,E:\Image classification\1-Build a dataset\dataset\val\鸽子\81.jpg
-13.544348,-0.9082292,-5.683374,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\95.jpg
-13.250575,-3.677771,-6.8893437,鸽子,鸽子,E:\Image classification\1-Build a dataset\dataset\val\鸽子\96.jpg
-2.5939212,-8.381118,2.368564,鸽子,海马,E:\Image classification\1-Build a dataset\dataset\val\鸽子\97.jpg
10.761518,4.3794336,3.6602585,鸽子,大象,E:\Image classification\1-Build a dataset\dataset\val\鸽子\99.jpg
11.283909,6.002585,-3.911587,鹅,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹅\12.jpg
12.833059,2.415547,-4.722612,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\19.jpg
8.791449,4.724358,-3.308627,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\39.jpg
-3.5801692,-5.996974,-10.75831,鹅,兔子,E:\Image classification\1-Build a dataset\dataset\val\鹅\41.jpg
-4.6285176,16.259207,0.88590175,鹅,火鸡,E:\Image classification\1-Build a dataset\dataset\val\鹅\49.jpg
8.494177,3.2085261,-3.6677525,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\50.jpg
5.7077603,3.9036212,-2.5874884,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\51.jpg
7.7260036,0.91484207,-1.2007114,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\55.jpeg
7.8232408,4.076066,-3.1393745,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\60.jpg
12.548147,3.501248,-6.0345707,鹅,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\鹅\70.jpg
10.0385685,8.174512,3.5203836,鹅,大象,E:\Image classification\1-Build a dataset\dataset\val\鹅\76.jpg
5.2521896,3.6619182,-4.4180584,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\80.jpg
4.8660765,3.6761413,-1.8084185,鹅,鹅,E:\Image classification\1-Build a dataset\dataset\val\鹅\86.jpg
2.9165018,2.0661778,-5.710457,鹅,火鸡,E:\Image classification\1-Build a dataset\dataset\val\鹅\90.jpg
-1.9551489,6.3473897,-5.197541,鹅,熊,E:\Image classification\1-Build a dataset\dataset\val\鹅\95.jpg
9.464008,2.9396548,2.792487,鹅,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹅\99.jpg
-9.035202,-12.863551,-5.9159927,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\35.jpg
-10.862991,-11.907431,-7.875185,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\36.jpg
-12.978072,-13.227198,-5.4432406,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\41.jpg
-11.731848,-10.708189,-6.8745666,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\46.png
-9.676577,-11.72625,-7.0158195,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\47.jpg
-8.331194,-10.959494,-7.166994,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\50.jpg
-10.812855,-11.388869,-5.696139,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\53.png
-10.018667,-8.60401,-6.7607145,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\55.png
-11.964839,-13.802159,-8.628328,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\57.jpg
-10.732622,-13.731112,-5.6854796,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\67.jpeg
-13.309335,-12.253394,-5.7636213,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\78.jpg
-9.688633,-13.944099,-6.987944,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\80.jpg
-11.205332,-13.0487175,-7.145927,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\85.jpg
-9.369457,-10.269688,-10.33932,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\86.png
-9.745289,-13.662517,-9.059414,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\89.jpg
-8.810871,-13.019486,-7.5097027,鹦鹉,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\鹦鹉\93.jpg
-17.157057,-6.2400866,1.9974579,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\12.jpg
-14.679117,-6.49915,2.6756456,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\26.jpg
-14.189554,-4.7935658,0.8758541,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\32.jpeg
-15.18801,-7.4676423,-1.0254126,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\36.jpg
-15.665392,-4.846858,2.6558852,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\4.jpg
-15.798568,-5.0342584,-0.51183903,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\44.jpg
-15.144219,-3.8751466,-2.764565,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\55.jpg
-13.733192,-6.5564113,0.49604553,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\57.jpg
-17.639614,-5.8966928,0.099540934,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\69.jpg
-16.459671,-7.327391,0.28770182,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\7.jpg
-14.913954,-7.7432303,1.2372849,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\73.jpg
-16.713034,-6.411638,-1.0756481,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\77.jpg
-14.556272,-6.0167856,-0.5635181,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\79.jpg
-16.734802,-4.6298428,0.6676718,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\88.jpg
-2.3364894,-7.954368,-9.081826,鹬,兔子,E:\Image classification\1-Build a dataset\dataset\val\鹬\89.jpg
-15.462643,-6.045492,1.0049349,鹬,鹬,E:\Image classification\1-Build a dataset\dataset\val\鹬\9.jpg
-3.437678,-0.43951052,8.307357,麋鹿,梅花鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\100.jpg
-0.0024043955,1.4444041,7.499699,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\16.jpg
1.1124363,0.0642865,8.066027,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\19.jpg
-0.27214527,1.578729,9.183515,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\29.jpg
-1.6761945,0.34481645,9.855817,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\3.jpg
-1.1294217,3.1574574,8.519838,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\32.jpg
6.987675,5.245341,6.141882,麋鹿,大象,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\33.jpg
-0.45854974,-0.59536725,10.999377,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\46.jpg
0.8412482,2.562507,9.801201,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\5.jpg
-6.2781725,0.24945049,8.857202,麋鹿,梅花鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\51.jpg
4.899258,3.4316485,-0.74020743,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\56.jpg
-1.0731105,-1.118324,7.693769,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\62.png
-2.0441895,4.452827,10.92376,麋鹿,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\69.jpg
1.1928782,1.4501649,9.276659,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\7.jpg
-0.7450211,0.652257,5.1411805,麋鹿,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\73.jpg
-1.5991176,4.9815693,8.170998,麋鹿,驴,E:\Image classification\1-Build a dataset\dataset\val\麋鹿\86.jpg
